{us:gov:federal:hc}PAEffDate,{us:gov:federal:hc}PAEffSeqNum,{us:gov:federal:hc}RecordID,{us:gov:federal:hc}AlternatePersonID,{us:gov:federal:hc}DOB,{us:gov:federal:hc}Gender,{us:gov:federal:hc}GivenName,{us:gov:federal:hc}LastName,{us:gov:federal:hc}MaritalStatus,{us:gov:federal:hc}MiddleName,{us:gov:federal:hc}SSN,{us:gov:federal:hc}W4StandardDeductionIndicator,{us:gov:federal:hc}LAC1Code,{us:gov:federal:hc}LAC1Desc,{us:gov:federal:hc}NOACode,{us:gov:federal:hc}NOADesc,{us:gov:federal:hc}SSPNOACode,{us:gov:federal:hc}AdjBasicPay,{us:gov:federal:hc}AgySubElementCode,{us:gov:federal:hc}BargUnitStatus,{us:gov:federal:hc}BasicPay,{us:gov:federal:hc}DutyStationCode,{us:gov:federal:hc}FLSA,{us:gov:federal:hc}Grade,{us:gov:federal:hc}OccSeries,{us:gov:federal:hc}OrgCode,{us:gov:federal:hc}POI,{us:gov:federal:hc}PRD,{us:gov:federal:hc}PayBasis,{us:gov:federal:hc}PayPlan,{us:gov:federal:hc}PayTableID,{us:gov:federal:hc}PosApprText,{us:gov:federal:hc}PosNumber,{us:gov:federal:hc}PosOrgTitle,{us:gov:federal:hc}PosTitle,{us:gov:federal:hc}SSPPayTableID,{us:gov:federal:hc}SteporRate,{us:gov:federal:hc}TODHrs,{us:gov:federal:hc}TotalSalary,{us:gov:federal:hc}WorkSchedule,{us:gov:federal:hc}AnnuitantInd,{us:gov:federal:hc}FEGLI,{us:gov:federal:hc}RetirementPlan,{us:gov:federal:hc}SCDLeave,{us:gov:federal:hc}SCDRetirement,{us:gov:federal:hc}TypeOfAppt,{us:gov:federal:hc}VetPref,{us:gov:federal:hc}VetPrefRIF,{us:gov:federal:hc}AddrCity,{us:gov:federal:hc}AddrLine,{us:gov:federal:hc}AddrPostalCode,{us:gov:federal:hc}AddrState,{us:gov:federal:hc}AddrType,{us:gov:federal:hc}CountryCode,{us:gov:federal:hc}AgySubdivision,{us:gov:federal:hc}PAApprovalDate,{us:gov:federal:hc}PAAuthorizerTitle,{us:gov:federal:hc}PersonSignatureInd,{us:gov:federal:hc}TSPAcctTypeCode,{us:gov:federal:hc}TSPAmt,{us:gov:federal:hc}TSPEffectiveDate,{us:gov:federal:hc}TSPRate,{us:gov:federal:hc}TSPSCD,{us:gov:federal:hc}TSPStatusCode,{us:gov:federal:hc}TSPStatusDate,{us:gov:federal:hc}FEHBCode,{us:gov:federal:hc}AgencyUseRemarks,{us:gov:federal:hc}AgencyUseRemarksCode,{us:gov:federal:hc}SSPRemarksCode,{us:gov:federal:hc}NTEDate
2021-01-31,11,00001582,00001582,1994-10-29,M,Slade,Three,S,NMN,310001062,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,0,GS28,8888,140000,274760053,E,17,0343,ISE,1155,0,PA,SL,0000,105.S00I0321.50.11.H40..,90001226,Senior Data Advisor,Senior Data Advisor,0000,00,40,140000,F,9,C0,K,2021-01-31,2021-01-31,20,1,N,Jonesboro,3684 Main St,72401,AR,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,100,2021-01-31,0,2021-01-31,Y,2021-01-31,Z26,,,,
2021-01-31,11,00001583,00001583,1976-03-16,F,Slade,Two,S,NMN,310001061,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,0,GS28,8888,145000,425010041,E,16,0343,ISE,1155,0,PA,SL,0000,105.S00I0321.50.11.H40..,90001225,Senior Data Advisor,Senior Data Advisor,0000,00,40,145000,F,9,D0,KF,2021-01-31,2021-01-31,20,1,N,Mechanicsburg,1038 Main St,17050,PA,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,60,2021-01-31,0,2021-01-31,Y,2021-01-31,N61,,,,
2021-01-31,11,00001584,00001584,1988-08-18,F,Slade,Four,M,NMN,310001063,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,0,GS28,8888,150000,512305059,E,00,0343,ISE,1155,0,PA,SL,0000,105.S00I0321.50.11.H40..,90001224,Senior Data Advisor,Senior Data Advisor,0000,00,40,150000,F,9,C0,K,2021-01-31,2021-01-31,20,1,N,Minneapolis,4602 Main St,55407,MN,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,50,2021-01-31,0,2021-01-31,Y,2021-01-31,131,,,,
2021-01-31,11,00001585,00001585,2000-03-15,M,Slade,Five,S,NMN,310001064,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,0,GS28,8888,180000,512305059,E,00,0343,ISE,1155,0,PA,SL,0000,105.S00I0321.50.11.H40..,90001224,Senior Data Advisor,Senior Data Advisor,0000,00,40,180000,F,9,B0,KR,2021-01-31,2021-01-31,20,1,N,Rockville,2411 Main St,20850,MD,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,100,2021-01-31,0,2021-01-31,Y,2021-01-31,Y81,,,,
2021-01-31,11,00001586,00001586,1968-01-09,M,Greyson,Two,M,NMN,310001016,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,19263,GS28,8888,82425,274760053,E,12,1001,ISE,1155,0,PA,GS,0000,105.S00I0321.50.11.H40..,90001228,Communications Specialist,Communications Specialist,0000,08,40,101688,F,9,C0,KF,2021-01-31,2021-01-31,20,1,N,Arlington,3174 Main St,22203,VA,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,300,2021-01-31,0,2021-01-31,Y,2021-01-31,2G6,,,,
2021-01-31,11,00001587,00001587,1989-01-12,F,GreySon,Three,S,NMN,310001017,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,29176,GS28,8888,128870,120771011,E,15,1001,ISE,1155,0,PA,GS,0000,105.S00I0321.50.11.H40..,90001229,Communications Specialist,Communications Specialist,0000,06,40,158046,F,9,U1,KF,2021-01-31,2021-01-31,20,1,N,Lakeland,4275 Main St,33803,FL,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,220,2021-01-31,0,2021-01-31,Y,2021-01-31,EA1,,,,
2021-01-31,11,00001588,00001588,1969-08-26,M,GreySon,Four,S,NMN,310001018,Yes,KTM,Reg 315.501.or agy auth.,130,Transfer,130,15618,GS28,8888,66829,274760053,E,12,1001,ISE,1155,0,PA,GS,0000,105.S00I0321.50.11.H40..,90001228,Communications Specialist,Communications Specialist,0000,01,40,82447,F,9,W0,K,2020-01-19,2020-01-19,10,1,N,Long Beach,4148 Main St,11561,NY,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,"1,000",2021-01-31,0,2020-01-19,Y,2021-01-31,804,Leave balances to be transferred upon receipt of SF-1150 from prior federal agency,M01,Z19,
2021-01-31,11,00001589,00001589,2000-07-09,M,GreySon,Eight,S,NMN,310001022,Yes,W9S,"SCH A, 213.3102(r).",171,Exc Appt NTE,171,12758,GS28,8888,45210,512510059,E,07,1001,ISE,1155,0,PA,GS,0000,105.S00I0321.50.11.H40..,90001230,Communications Specialist,Communications Specialist,0000,07,40,57968,F,9,A0,K,2021-01-31,2021-01-31,40,1,N,Washington,1302 Main St,20018,DC,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,330,2021-01-31,0,2021-01-31,Y,2021-01-31,JP1,NOT ENTITLED TO EARN ANNUAL LEAVE.,M10,YE6,2021-04-30
2021-01-31,11,00001590,00001590,1994-04-16,F,GreySon,Nine,M,NMN,310001023,Yes,W9S,"SCH A, 213.3102(r).",171,Exc Appt NTE,171,11129,GS28,8888,47619,274760053,N,09,1001,ISE,1155,0,PA,GS,0000,105.S00I0321.50.11.H40..,90001193,Communications Specialist,Communications Specialist,0000,02,40,58748,F,9,U1,KR,2021-01-31,2021-01-31,40,1,N,Sterling,2755 Main St,20166,VA,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,125,2021-01-31,0,2021-01-31,Y,2021-01-31,B61,Employee is automatically enrolled in the Thrifts Savings Plan program with a deduction of 5% of your salary per pay period. To make changes to this percentage to have a money amount deducted; or stop your deductions you will be required to submit a TSP-1 form. During your first 90 days you also have the option of requesting a refund of the automatic 5% if you choose to not participate in the TSP program at this time. See your TSP Welcome letter or contact your HR office.,M10,Z38,2022-01-31
2021-01-31,11,00001591,00001591,1995-02-27,F,GreySon,Five,M,NMN,310001019,Yes,J8M,P.L. 107-288. VETERANS,130,Transfer,130,11340,GS28,8888,40186,512510059,E,07,1001,ISE,1155,0,PA,GS,0000,105.S00I0321.50.11.H40..,90001230,Communications Specialist,Communications Specialist,0000,03,40,51526,F,9,Y3,KF,2020-01-19,2020-01-19,38,1,N,Vienna,1116 Main St,22182,VA,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,300,2021-01-31,0,2020-01-19,Y,2021-01-31,L92,Subject to satisfactory report of investigation as to suitability for employment,M10,Z25,
2021-01-31,11,00001592,00001592,1955-12-04,M,GreySon,Ten,S,NMN,310001024,Yes,KVM,Reg 315.501 Prom/agy auth,140,Reins-Career,140,11141,GS28,8888,72487,510468550,E,11,1001,ISE,1155,0,PA,GS,0000,105.S00I0321.50.11.H40..,90001231,Communications Specialist,Communications Specialist,0000,10,40,83628,F,9,B0,1,1978-04-18,1978-04-18,10,1,N,Kensigton,4429 Main St,20895,MD,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,125,2021-01-31,0,,Y,2021-01-31,B61,TSP transferred with the following percent/amount being deducted -  5,M40,Z24,
2021-01-31,11,00001595,00001595,1978-01-04,F,CArl,Four,S,NMN,310001043,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,10800,GS28,8888,172500,180380105,E,01,0905,ISE,1155,0,PA,CA,0000,105.S00I0321.50.11.H40..,90001214,Chairperson,Chairperson,0000,00,40,183300,F,9,L0,K,2021-01-31,2021-01-31,20,1,N,Kansas City,1759 Main St,64118,MO,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,100,2021-01-31,0,2021-01-31,Y,2021-01-31,471,,,,
2021-01-31,11,00001596,00001596,1985-05-01,F,CArl,Two,M,NMN,310001041,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,10800,GS28,8888,172500,180380105,E,01,0905,ISE,1155,0,PA,CA,0000,105.S00I0321.50.11.H40..,90001214,Chairperson,Chairperson,0000,00,40,183300,F,9,A0,KR,2021-01-31,2021-01-31,20,1,N,Houston,2432 Main St,77056,TX,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,100,2021-01-31,0,2021-01-31,Y,2021-01-31,EP3,,,,
2021-01-31,11,00001597,00001597,1992-03-02,M,CArl,Five,S,NMN,310001044,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,10800,GS28,8888,172500,180380105,E,01,0905,ISE,1155,0,PA,CA,0000,105.S00I0321.50.11.H40..,90001214,Chairperson,Chairperson,0000,00,40,183300,F,9,M1,KR,2021-01-31,2021-01-31,20,1,N,Oregon City,3203 Main St,97045,OR,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,200,2021-01-31,0,2021-01-31,Y,2021-01-31,H41,,,,
2021-01-31,11,00001598,00001598,1990-07-05,M,CArl,Three,M,NMN,310001042,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,10800,GS28,8888,172500,180380105,E,01,0905,ISE,1155,0,PA,CA,0000,105.S00I0321.50.11.H40..,90001214,Chairperson,Chairperson,0000,00,40,183300,F,9,D0,KF,2021-01-31,2021-01-31,20,1,N,Paducah,4986 Main St,42001,KY,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,300,2021-01-31,0,2021-01-31,Y,2021-01-31,472,,,,
2021-01-31,11,00001599,00001599,1978-05-26,F,Edward,Three,M,NMN,310001047,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,0,GS28,8888,48.4,540480039,E,00,0301,ISE,1155,0,PH,ED,0000,105.S00I0321.50.11.H40..,90001217,Expert,Expert,0000,00,40,48,F,9,U1,K,2021-01-31,2021-01-31,20,1,N,Columbia,1098 Main St,21045,MD,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,100,2021-01-31,0,2021-01-31,Y,2021-01-31,N62,,,,
2021-01-31,11,00001600,00001600,1958-09-12,M,Edward,Four,M,NMN,310001048,Yes,KVM,Reg 315.501 Prom/agy auth,130,Transfer,130,0,GS28,8888,64.7,540480039,E,00,0301,ISE,1155,0,PH,ED,0000,105.S00I0321.50.11.H40..,90001217,Expert,Expert,0000,00,40,64,F,9,K0,1,1980-07-07,1980-07-07,15,1,N,Washington,4902 Main St,20007,DC,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,100,2021-01-31,0,,Y,2021-01-31,JN5,TSP transferred with the following percent/amount being deducted -  5,M38,Z24,
2021-01-31,11,00001601,00001601,1990-07-30,M,Edward,Two,M,NMN,310001046,Yes,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,0,GS28,8888,47,540480039,E,00,0301,ISE,1155,0,PH,ED,0000,105.S00I0321.50.11.H40..,90001217,Expert,Expert,0000,00,40,46,F,9,P0,KR,2021-01-31,2021-01-31,20,1,N,Newark,2621 Main St,19711,DE,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,500,2021-01-31,0,2021-01-31,Y,2021-01-31,P32,,,,
2021-01-31,11,00001602,00001602,1985-05-01,F,Edward,Five,M,NMN,310001049,No,AYM,Direct-Hire Authority,101,Career-Cond Appt,101,0,GS28,8888,43.1,540480039,E,00,0301,ISE,1155,0,PH,ED,0000,105.S00I0321.50.11.H40..,90001217,Expert,Expert,0000,00,40,43,F,9,Q1,K,2021-01-31,2021-01-31,20,1,N,London,4443 Main St,40741,KY,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,120,2021-01-31,0,2021-01-31,Y,2021-01-31,475,,,,
2021-01-31,11,00001603,00001603,1962-06-21,M,Graham,Two,M,NMN,310001056,Yes,KTM,Reg 315.501.or agy auth.,130,Transfer,130,20644,GS28,8888,125188,320120003,E,15,0260,ISE,1155,0,PA,GM,0000,105.S00I0321.50.11.H40..,90001233,Supv Equal Employment Specialist,Supv Equal Employment Speciali,0000,00,40,145832,F,9,C0,K,1986-03-01,1986-03-01,10,1,N,Las Vegas,4148 Main St,89147,NV,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,310,2021-01-31,0,1986-03-01,Y,2021-01-31,112,Subject to satisfactory report of investigation as to suitability for employment,K12,Z25,
2021-01-31,11,00001604,00001604,1961-07-26,M,Graham,Four,M,NMN,310001058,No,KTM,Reg 315.501.or agy auth.,130,Transfer,130,21858,GS28,8888,132552,320120003,E,15,0260,ISE,1155,0,PA,GM,0000,105.S00I0321.50.11.H40..,90001233,Supv Equal Employment Specialist,Supv Equal Employment Speciali,0000,00,40,154410,F,9,I1,K,1990-07-01,1990-07-01,10,1,N,Oregon City,2556 Main St,97045,OR,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,90,2021-01-31,0,1990-07-01,Y,2021-01-31,H42,Leave balances to be transferred upon receipt of SF-1150 from prior federal agency,M01,Z19,
2021-01-31,11,00001605,00001605,1960-01-27,F,Graham,Five,M,NMN,310001059,Yes,KTM,Reg 315.501.or agy auth.,130,Transfer,130,18139,GS28,8888,90064,553100079,E,13,0260,ISE,1155,0,PA,GM,0000,105.S00I0321.50.11.H40..,90001223,Supv Equal Employment Specialist,Supv Equal Employment Speciali,0000,00,40,108203,F,9,U1,K,1987-02-01,1987-02-01,10,1,N,North Bethesda,3028 Main St,20852,MD,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,30,2021-01-31,0,1987-02-01,Y,2021-01-31,JN2,TSP transferred with the following percent/amount being deducted -  5,M40,Z24,
2021-01-31,11,00001606,00001606,1959-05-24,F,Graham,Three,S,NMN,310001057,Yes,KTM,Reg 315.501.or agy auth.,130,Transfer,130,15396,GS28,8888,100167,510468550,E,14,0260,ISE,1155,0,PA,GM,0000,105.S00I0321.50.11.H40..,90001234,Supv Equal Employment Specialist,Supv Equal Employment Speciali,0000,00,40,115563,F,9,R1,K,1989-10-01,1989-10-01,10,1,N,Vienna,1031 Main Street,22182,VA,002,US,Office of GSA IT,2021-04-20,Assistant Human Resources Office,Y,1,50,2021-01-31,0,1989-10-01,Y,2021-01-31,F51,FEGLI - Life insurance transferred,M40,Z23,
2021-01-31,11,00001609,00001609,1960-07-27,F,Graham,One,M,NMN,310001055,Yes,ZLM,"Other Citation (Law, E.O.",101,Career-Cond Appt,101,16538,GS28,8888,82117,553100079,E,13,0260,ISE,1155,0,PA,GM,0000,105.S00I0321.50.11.H40..,90001223,Supv Equal Employment Specialist,Supv Equal Employment Speciali,0000,00,40,98655,F,9,W0,K,1980-01-05,1980-01-05,20,1,N,Burlington,3229 Main St,53105,WI,002,US,Office of GSA IT,2021-06-14,Assistant Human Resources Office,Y,1,220,2021-01-31,0,2021-01-13,Y,2021-01-31,N62,,,,
